Dataset,Category,Algorithm,Metric Type,Distance Metric,Accuracy,Precision,Recall,F1 Score,Silhouette Score,Davies-Bouldin Score,Calinski-Harabasz Score,Adjusted Rand Index,Normalized Mutual Info
contaceptive_mr_lc.csv,balanced,DBSCAN,Geometric,chebyshev,,,,,0.3938855034070807,1.56552435877186,243.66158052228013,0.004260835839949137,0.018431662724664483
contaceptive_mr_lc.csv,balanced,KNN,Geometric,canberra,0.5003551251008878,0.4983192484937627,0.5003551251008878,0.49630570710368094,,,,,
contaceptive_mr_lc.csv,balanced,SVM,Geometric,canberra,0.5376962988585265,0.5861425569715235,0.5376962988585265,0.5450310558134717,,,,,
contaceptive_mr_lc.csv,balanced,K-Medoids,Geometric,canberra,,,,,0.19481906874793903,2.975475100682164,156.53270298080002,0.020061822836662156,0.02098876054927549
contaceptive_mr_lc.csv,balanced,DBSCAN,Geometric,canberra,,,,,0.4076385296194361,2.071266604047233,14.144006237281646,-0.001807357984936175,0.0019442230121231093
contaceptive_mr_lc.csv,balanced,KNN,Geometric,braycurtis,0.4847134786117837,0.4813169975965977,0.4847134786117837,0.4800670523071074,,,,,
contaceptive_mr_lc.csv,balanced,SVM,Geometric,braycurtis,0.5247964948691342,0.5677164442888372,0.5247964948691342,0.5319760893571274,,,,,
contaceptive_mr_lc.csv,balanced,K-Medoids,Geometric,braycurtis,,,,,0.16646338402900607,2.3111785362224606,226.0528813209648,0.029837630268677737,0.0342775688573748
contaceptive_mr_lc.csv,balanced,DBSCAN,Geometric,braycurtis,,,,,0.3118869547665031,1.8477715780581712,24.442979205718373,-0.006868712740803674,0.011827180515688493
contaceptive_mr_lc.csv,balanced,KNN,Geometric,hamming,0.44810561512740693,0.4387180338912888,0.44810561512740693,0.4382537005391443,,,,,
contaceptive_mr_lc.csv,balanced,SVM,Geometric,hamming,0.5166424535916062,0.5574182822430667,0.5166424535916062,0.5235504150300156,,,,,
contaceptive_mr_lc.csv,balanced,K-Medoids,Geometric,hamming,,,,,0.06899029902436182,6.164940094730468,75.86283342578837,0.01628195057266602,0.01669212303779545
contaceptive_mr_lc.csv,balanced,DBSCAN,Geometric,hamming,,,,,0.2514496912982375,1.380067656991283,6.128281176072481,-0.0009136925043803983,0.003210251193832032
contaceptive_mr_lc.csv,balanced,KNN,Geometric,cosine,0.4881332872131903,0.48561174294088244,0.4881332872131903,0.48464006849158336,,,,,
contaceptive_mr_lc.csv,balanced,SVM,Geometric,cosine,0.49284676582497405,0.5482449094568927,0.49284676582497405,0.4939473681434617,,,,,
contaceptive_mr_lc.csv,balanced,K-Medoids,Geometric,cosine,,,,,0.15262480585421573,1.983505556430478,254.07961320729427,0.014552383592677038,0.030129659700994682
contaceptive_mr_lc.csv,balanced,DBSCAN,Geometric,cosine,,,,,0.49405284736372623,1.6628424546882994,207.14759465727224,0.004161098015696423,0.020807616417754738
contaceptive_mr_lc.csv,balanced,KNN,Probabilistic,earth_movers,0.44875129712902107,0.44549760714785275,0.44875129712902107,0.44494641188639295,,,,,
contaceptive_mr_lc.csv,balanced,SVM,Probabilistic,earth_movers,0.46635766170875126,0.5045691959959929,0.46635766170875126,0.4680778434920393,,,,,
contaceptive_mr_lc.csv,balanced,K-Medoids,Probabilistic,earth_movers,,,,,0.32752344199153166,1.649449406735661,499.31581415979525,0.013217640273410982,0.013081935414747864
contaceptive_mr_lc.csv,balanced,DBSCAN,Probabilistic,earth_movers,,,,,0.6246383861917224,3.661710765728728,1.8109318362279698,-0.00028110276033156234,0.0006602105241722188
contaceptive_mr_lc.csv,balanced,KNN,Probabilistic,kl_divergence,0.4840839386602099,0.4792041724324389,0.4840839386602099,0.480338534961419,,,,,
contaceptive_mr_lc.csv,balanced,SVM,Probabilistic,kl_divergence,0.45010953533955955,0.45291823445193924,0.45010953533955955,0.44541622309872775,,,,,
contaceptive_mr_lc.csv,balanced,K-Medoids,Probabilistic,kl_divergence,,,,,0.003869966971424533,2.5373863244363153,243.64883396312632,0.02580198503129079,0.030798199815743155
contaceptive_mr_lc.csv,balanced,DBSCAN,Probabilistic,kl_divergence,,,,,0.7268849213952082,2.5546254482794213,190.45806009924317,6.400812761517131e-05,0.05874698663502886
contaceptive_mr_lc.csv,balanced,KNN,Probabilistic,jensen_shannon,0.4833990545370691,0.47898656463277034,0.4833990545370691,0.4797976110294123,,,,,
contaceptive_mr_lc.csv,balanced,SVM,Probabilistic,jensen_shannon,0.5220546523694223,0.5705701371750103,0.5220546523694223,0.528521423030891,,,,,
contaceptive_mr_lc.csv,balanced,K-Medoids,Probabilistic,jensen_shannon,,,,,0.04900308667634738,2.1437091841199734,303.39751038440727,0.029596322300053633,0.028975745277734624
contaceptive_mr_lc.csv,balanced,DBSCAN,Probabilistic,jensen_shannon,,,,,0.4937144764967304,1.786046401684303,311.81454317590635,0.0041961331965141594,0.017841917735994667
contaceptive_mr_lc.csv,balanced,KNN,Probabilistic,bhattacharyya,0.4834059725585149,0.478658708194397,0.4834059725585149,0.47956922720037853,,,,,
contaceptive_mr_lc.csv,balanced,SVM,Probabilistic,bhattacharyya,0.5145970252507783,0.5795560843415462,0.5145970252507783,0.5206860280878379,,,,,
contaceptive_mr_lc.csv,balanced,K-Medoids,Probabilistic,bhattacharyya,,,,,0.06130780623235394,2.8380015098223303,235.3887318421989,0.029874104443814845,0.031412900396492624
contaceptive_mr_lc.csv,balanced,DBSCAN,Probabilistic,bhattacharyya,,,,,0.7729931235443369,1.786046401684303,311.81454317590635,0.0041961331965141594,0.017841917735994667
contaceptive_mr_lc.csv,balanced,KNN,Probabilistic,total_variation,0.4725469848956532,0.4681787841377914,0.4725469848956532,0.4682106869225825,,,,,
contaceptive_mr_lc.csv,balanced,SVM,Probabilistic,total_variation,0.5254606249279373,0.5656478410170512,0.5254606249279373,0.5321564347043515,,,,,
contaceptive_mr_lc.csv,balanced,K-Medoids,Probabilistic,total_variation,,,,,0.1340148842547372,2.8372668179830636,210.2321404099982,0.025457964434186905,0.031675444768359436
contaceptive_mr_lc.csv,balanced,DBSCAN,Probabilistic,total_variation,,,,,0.36231717876921243,1.5848103662362796,317.6083845076532,0.0043818603788770075,0.01829408741447359
Retinopathy_Debrecen_mr_hc.csv,balanced,KNN,Geometric,euclidean,0.6281573498964803,0.6318773247100019,0.6281573498964803,0.6279700537137562,,,,,
Retinopathy_Debrecen_mr_hc.csv,balanced,SVM,Geometric,euclidean,0.677639751552795,0.6968126937337097,0.677639751552795,0.6742885202376129,,,,,
Retinopathy_Debrecen_mr_hc.csv,balanced,K-Medoids,Geometric,euclidean,,,,,0.4547302378287395,0.9272958479810256,885.5257172531191,0.0024150555882305256,0.001334660737127236
Retinopathy_Debrecen_mr_hc.csv,balanced,DBSCAN,Geometric,euclidean,,,,,0.45548595257978647,1.5931445570979181,360.5346099961416,-0.0004357517131004738,0.016620896766743477
Retinopathy_Debrecen_mr_hc.csv,balanced,KNN,Geometric,manhattan,0.648112177677395,0.6527483377694694,0.648112177677395,0.647940022421586,,,,,
Retinopathy_Debrecen_mr_hc.csv,balanced,SVM,Geometric,manhattan,0.6932655750047054,0.7134585158557162,0.6932655750047054,0.6899384190320721,,,,,
Retinopathy_Debrecen_mr_hc.csv,balanced,K-Medoids,Geometric,manhattan,,,,,0.4180431433612727,1.1892648045654923,664.2190905633221,0.012092161980696552,0.008986297840916748
Retinopathy_Debrecen_mr_hc.csv,balanced,DBSCAN,Geometric,manhattan,,,,,0.2961085612537377,1.5132077415412053,363.8143493972621,0.00020308011510369674,0.018549076689358946
Retinopathy_Debrecen_mr_hc.csv,balanced,KNN,Geometric,minkowski,0.6281573498964803,0.6318773247100019,0.6281573498964803,0.6279700537137562,,,,,
Retinopathy_Debrecen_mr_hc.csv,balanced,SVM,Geometric,minkowski,0.677639751552795,0.6968126937337097,0.677639751552795,0.6742885202376129,,,,,
Retinopathy_Debrecen_mr_hc.csv,balanced,K-Medoids,Geometric,minkowski,,,,,0.4547302378287395,0.9272958479810256,885.5257172531191,0.0024150555882305256,0.001334660737127236
Retinopathy_Debrecen_mr_hc.csv,balanced,DBSCAN,Geometric,minkowski,,,,,0.45548595257978647,1.5931445570979181,360.5346099961416,-0.0004357517131004738,0.016620896766743477
Retinopathy_Debrecen_mr_hc.csv,balanced,KNN,Geometric,chebyshev,0.602936194240542,0.6070078339423549,0.602936194240542,0.6029017920462244,,,,,
Retinopathy_Debrecen_mr_hc.csv,balanced,SVM,Geometric,chebyshev,0.5907961603613778,0.5984334894180326,0.5907961603613778,0.5893567567617394,,,,,
Retinopathy_Debrecen_mr_hc.csv,balanced,K-Medoids,Geometric,chebyshev,,,,,0.10119141284768515,1.8313631064984872,148.14735755346322,0.0021675806409329973,0.0009842149305423866
Retinopathy_Debrecen_mr_hc.csv,balanced,DBSCAN,Geometric,chebyshev,,,,,0.5974033635187043,1.7319355346653456,351.6497322609532,-0.0008356286171585554,0.011824303344097047
Retinopathy_Debrecen_mr_hc.csv,balanced,KNN,Geometric,canberra,0.644618859401468,0.6529222688683151,0.644618859401468,0.6435208681074911,,,,,
Retinopathy_Debrecen_mr_hc.csv,balanced,SVM,Geometric,canberra,0.6819687558817995,0.7030630371825268,0.6819687558817995,0.6777670323159735,,,,,
Retinopathy_Debrecen_mr_hc.csv,balanced,K-Medoids,Geometric,canberra,,,,,0.09830405057191724,7.580675807174527,17.332172056119607,-0.00010770397927882547,0.0002872804824591554
Retinopathy_Debrecen_mr_hc.csv,balanced,DBSCAN,Geometric,canberra,,,,,0.29048992604519225,2.206857507183066,14.022940706275874,-4.0439736884968534e-05,1.6044164001278016e-07
Retinopathy_Debrecen_mr_hc.csv,balanced,KNN,Geometric,braycurtis,0.6472539055147751,0.6518014652894955,0.6472539055147751,0.6470623197876864,,,,,
Retinopathy_Debrecen_mr_hc.csv,balanced,SVM,Geometric,braycurtis,0.6967438358742706,0.7187441293210202,0.6967438358742706,0.693098390719762,,,,,
Retinopathy_Debrecen_mr_hc.csv,balanced,K-Medoids,Geometric,braycurtis,,,,,0.4129458359462258,1.20039285044316,652.4732495895827,0.01500995493780937,0.011015996162936253
Retinopathy_Debrecen_mr_hc.csv,balanced,DBSCAN,Geometric,braycurtis,,,,,0.09570768480999794,1.8504983756076414,51.11443099170986,-0.0036548935320567695,0.013091294002788387
Retinopathy_Debrecen_mr_hc.csv,balanced,KNN,Geometric,hamming,0.6177150385846039,0.62618998598045,0.6177150385846039,0.6165803679591016,,,,,
Retinopathy_Debrecen_mr_hc.csv,balanced,SVM,Geometric,hamming,0.6124825898738943,0.6163624447539133,0.6124825898738943,0.6123184582257586,,,,,
Retinopathy_Debrecen_mr_hc.csv,balanced,K-Medoids,Geometric,hamming,,,,,0.03854175723507984,2.7036664573894944,41.44905905289002,0.0007653698377481125,0.00027468339601393384
Retinopathy_Debrecen_mr_hc.csv,balanced,DBSCAN,Geometric,hamming,,,,,0.0871063244636723,3.4648520551908835,45.93370594436327,0.02819389200625088,0.1038613458120017
Retinopathy_Debrecen_mr_hc.csv,balanced,KNN,Geometric,cosine,0.6229474872953135,0.6262753864777426,0.6229474872953135,0.6230251657248355,,,,,
Retinopathy_Debrecen_mr_hc.csv,balanced,SVM,Geometric,cosine,0.6793713532843968,0.7081824670002013,0.6793713532843968,0.6732907660949958,,,,,
Retinopathy_Debrecen_mr_hc.csv,balanced,K-Medoids,Geometric,cosine,,,,,0.6428827925270615,0.9272958479810256,885.5257172531191,0.0024150555882305256,0.001334660737127236
Retinopathy_Debrecen_mr_hc.csv,balanced,DBSCAN,Geometric,cosine,,,,,0.6243374327573447,1.6351662014002795,285.2107111329562,-0.0013525732684796189,0.010022530064761469
Retinopathy_Debrecen_mr_hc.csv,balanced,KNN,Probabilistic,earth_movers,0.6203500846979108,0.6255999163919927,0.6203500846979108,0.6201845531779897,,,,,
Retinopathy_Debrecen_mr_hc.csv,balanced,SVM,Probabilistic,earth_movers,0.6437342367777151,0.660496553739314,0.6437342367777151,0.6401054057257907,,,,,
Retinopathy_Debrecen_mr_hc.csv,balanced,K-Medoids,Probabilistic,earth_movers,,,,,0.5759821286504632,1.0095915807756763,893.8865563714144,0.021739098928746245,0.017050666581448458
Retinopathy_Debrecen_mr_hc.csv,balanced,DBSCAN,Probabilistic,earth_movers,,,,,0.3903209017978069,0.8685333509417351,128.04820996901108,-0.002849862490073803,0.01910554562226272
Retinopathy_Debrecen_mr_hc.csv,balanced,KNN,Probabilistic,kl_divergence,0.6341916054959532,0.638910854415157,0.6341916054959532,0.6339003226073989,,,,,
Retinopathy_Debrecen_mr_hc.csv,balanced,SVM,Probabilistic,kl_divergence,0.561253529079616,0.5671825620029265,0.561253529079616,0.5600676190523666,,,,,
Retinopathy_Debrecen_mr_hc.csv,balanced,K-Medoids,Probabilistic,kl_divergence,,,,,0.7789468232337621,1.8276391955027547,202.1881681587591,0.0024150555882305256,0.001334660737127236
Retinopathy_Debrecen_mr_hc.csv,balanced,DBSCAN,Probabilistic,kl_divergence,,,,,0.8332110444165063,1.8275474922743797,108.7053869622159,-0.0008837133754582718,0.008197674028253592
Retinopathy_Debrecen_mr_hc.csv,balanced,KNN,Probabilistic,jensen_shannon,0.6376773950686994,0.6428511726832329,0.6376773950686994,0.6373075701779852,,,,,
Retinopathy_Debrecen_mr_hc.csv,balanced,SVM,Probabilistic,jensen_shannon,0.6897873141351403,0.7064631561725927,0.6897873141351403,0.6872831865486442,,,,,
Retinopathy_Debrecen_mr_hc.csv,balanced,K-Medoids,Probabilistic,jensen_shannon,,,,,0.3693261905721963,2.0779887604054914,170.17117048961094,0.009342798353994992,0.0060513313061429964
Retinopathy_Debrecen_mr_hc.csv,balanced,DBSCAN,Probabilistic,jensen_shannon,,,,,0.3780023077695515,1.689812225690185,113.64367425437901,-0.0009485292872894653,0.011322242017547718
Retinopathy_Debrecen_mr_hc.csv,balanced,KNN,Probabilistic,bhattacharyya,0.6350724637681159,0.6406767122948512,0.6350724637681159,0.6346017099182534,,,,,
Retinopathy_Debrecen_mr_hc.csv,balanced,SVM,Probabilistic,bhattacharyya,0.6871823828345567,0.7157208968692952,0.6871823828345567,0.6813954728510259,,,,,
Retinopathy_Debrecen_mr_hc.csv,balanced,K-Medoids,Probabilistic,bhattacharyya,,,,,0.6122744155129052,1.8276391955027547,202.1881681587591,0.0024150555882305256,0.001334660737127236
Retinopathy_Debrecen_mr_hc.csv,balanced,DBSCAN,Probabilistic,bhattacharyya,,,,,0.6063827458334833,1.694640708141599,113.52160104630374,-0.001011404271339524,0.010395363945796354
Retinopathy_Debrecen_mr_hc.csv,balanced,KNN,Probabilistic,total_variation,0.6489892715979673,0.6535480720733429,0.6489892715979673,0.6485727390682834,,,,,
Retinopathy_Debrecen_mr_hc.csv,balanced,SVM,Probabilistic,total_variation,0.6906606437041221,0.7114753218046801,0.6906606437041221,0.6873251619366916,,,,,
Retinopathy_Debrecen_mr_hc.csv,balanced,K-Medoids,Probabilistic,total_variation,,,,,0.40061784190731675,1.0042173139136268,902.1209647279408,0.025551486106016087,0.019291646874537986
Retinopathy_Debrecen_mr_hc.csv,balanced,DBSCAN,Probabilistic,total_variation,,,,,0.24523101588371163,1.317981122529701,161.2181115280555,0.00034284180738824766,0.017251422920173422
Wine_mr_mc.csv,balanced,KNN,Geometric,euclidean,0.5538037232820041,0.5290570898981183,0.5538037232820041,0.5382926757138542,,,,,
Wine_mr_mc.csv,balanced,SVM,Geometric,euclidean,0.5599862100666514,0.5848825015035706,0.5599862100666514,0.5597919292188789,,,,,
Wine_mr_mc.csv,balanced,K-Medoids,Geometric,euclidean,,,,,0.1073458890022852,1.9534537554929556,183.55455385786598,0.037688925271342814,0.09204506964068261
Wine_mr_mc.csv,balanced,DBSCAN,Geometric,euclidean,,,,,0.3429678585116197,2.084003974401071,43.66210577942789,0.0027321991239917347,0.003856868521986809
Wine_mr_mc.csv,balanced,KNN,Geometric,manhattan,0.5512027886309661,0.5318168583357814,0.5512027886309661,0.5364573394357093,,,,,
Wine_mr_mc.csv,balanced,SVM,Geometric,manhattan,0.5608250976786946,0.5952777395166461,0.5608250976786946,0.5660730731435534,,,,,
Wine_mr_mc.csv,balanced,K-Medoids,Geometric,manhattan,,,,,0.08458975957691148,2.4262954946505917,150.0203337623282,0.026782146288326248,0.07159108344828402
Wine_mr_mc.csv,balanced,DBSCAN,Geometric,manhattan,,,,,0.3389252233720565,2.0819286767457155,39.953682073025746,0.0003848236799782892,0.00648088238787826
Wine_mr_mc.csv,balanced,KNN,Geometric,minkowski,0.5538037232820041,0.5290570898981183,0.5538037232820041,0.5382926757138542,,,,,
Wine_mr_mc.csv,balanced,SVM,Geometric,minkowski,0.5599862100666514,0.5848825015035706,0.5599862100666514,0.5597919292188789,,,,,
Wine_mr_mc.csv,balanced,K-Medoids,Geometric,minkowski,,,,,0.1073458890022852,1.9534537554929556,183.55455385786598,0.037688925271342814,0.09204506964068261
Wine_mr_mc.csv,balanced,DBSCAN,Geometric,minkowski,,,,,0.3429678585116197,2.084003974401071,43.66210577942789,0.0027321991239917347,0.003856868521986809
Wine_mr_mc.csv,balanced,KNN,Geometric,chebyshev,0.5529073776143415,0.5281476946341698,0.5529073776143415,0.5374002877886929,,,,,
Wine_mr_mc.csv,balanced,SVM,Geometric,chebyshev,0.41645215659235424,0.5169536892317798,0.41645215659235424,0.44973405580028586,,,,,
Wine_mr_mc.csv,balanced,K-Medoids,Geometric,chebyshev,,,,,0.06334098270016265,2.8711790621466178,107.2662855511331,0.029814370067901136,0.05836769247418108
Wine_mr_mc.csv,balanced,DBSCAN,Geometric,chebyshev,,,,,0.3911759641787918,2.5652464775275403,37.90705458593934,0.003415331546426453,0.0032826652121029916
Wine_mr_mc.csv,balanced,KNN,Geometric,canberra,0.558139891212748,0.5297595095795197,0.558139891212748,0.5405622084805624,,,,,
Wine_mr_mc.csv,balanced,SVM,Geometric,canberra,0.5713169386347966,0.59925091774993,0.5713169386347966,0.575122054405903,,,,,
Wine_mr_mc.csv,balanced,K-Medoids,Geometric,canberra,,,,,0.09249990906941054,2.722341998856358,128.81623655174292,0.050742357952849565,0.09652160226304089
Wine_mr_mc.csv,balanced,DBSCAN,Geometric,canberra,,,,,0.3175212595664327,3.2966168190590213,14.65512575258499,0.00960457717743206,0.00859423958830714
Wine_mr_mc.csv,balanced,KNN,Geometric,braycurtis,0.5546962384126255,0.5351324945433097,0.5546962384126255,0.5399990042780628,,,,,
Wine_mr_mc.csv,balanced,SVM,Geometric,braycurtis,0.5573316478970352,0.5920608156294734,0.5573316478970352,0.5627154496277015,,,,,
Wine_mr_mc.csv,balanced,K-Medoids,Geometric,braycurtis,,,,,0.12412498119517122,2.1163459694891555,172.332126374051,0.04046536957477789,0.09261178439702353
Wine_mr_mc.csv,balanced,DBSCAN,Geometric,braycurtis,,,,,0.35174328494205703,2.221031622560457,26.487300518284282,0.005253532631843459,0.004502047637969709
Wine_mr_mc.csv,balanced,KNN,Geometric,hamming,0.4961005132919635,0.46815314905930305,0.4961005132919635,0.4669576177248832,,,,,
Wine_mr_mc.csv,balanced,SVM,Geometric,hamming,0.5800965295334406,0.5638640683138179,0.5800965295334406,0.5672625488432947,,,,,
Wine_mr_mc.csv,balanced,K-Medoids,Geometric,hamming,,,,,0.005706603350543137,12.442307407329217,3.9420685287660064,0.0016528716331295071,0.011110562007412113
Wine_mr_mc.csv,balanced,DBSCAN,Geometric,hamming,,,,,,,,,
Wine_mr_mc.csv,balanced,KNN,Geometric,cosine,0.5730598329885851,0.5450270793027425,0.5730598329885851,0.5571596614645197,,,,,
Wine_mr_mc.csv,balanced,SVM,Geometric,cosine,0.44359917260399906,0.5726460429320432,0.44359917260399906,0.4905093773950365,,,,,
Wine_mr_mc.csv,balanced,K-Medoids,Geometric,cosine,,,,,0.29439298553132565,1.6850165720947927,220.73238400909236,0.06290829255724882,0.10544543224717627
Wine_mr_mc.csv,balanced,DBSCAN,Geometric,cosine,,,,,0.49852903501154416,2.1838854092231275,21.463023571691377,0.0018166535934751387,0.0072521875966022106
Wine_mr_mc.csv,balanced,KNN,Probabilistic,earth_movers,0.527568375086187,0.4959282143324682,0.527568375086187,0.5046110806691785,,,,,
Wine_mr_mc.csv,balanced,SVM,Probabilistic,earth_movers,0.4138205776449858,0.5188845126878573,0.4138205776449858,0.4453806332359377,,,,,
Wine_mr_mc.csv,balanced,K-Medoids,Probabilistic,earth_movers,,,,,0.2543448355586648,1.9331073507183882,301.15374354124225,0.00228625523184023,0.008793795118138095
Wine_mr_mc.csv,balanced,DBSCAN,Probabilistic,earth_movers,,,,,0.599511119357128,0.8024575913288293,194.14037574008915,0.002791120322124489,0.0026588533412947825
Wine_mr_mc.csv,balanced,KNN,Probabilistic,kl_divergence,0.5476672029418526,0.5181853113571743,0.5476672029418526,0.5296028725637976,,,,,
Wine_mr_mc.csv,balanced,SVM,Probabilistic,kl_divergence,0.3937102581781966,0.5450343797073539,0.3937102581781966,0.44553372600342256,,,,,
Wine_mr_mc.csv,balanced,K-Medoids,Probabilistic,kl_divergence,,,,,0.22745499049995857,2.4833965271985243,224.84172655355866,0.012231631467172483,0.04559839797568357
Wine_mr_mc.csv,balanced,DBSCAN,Probabilistic,kl_divergence,,,,,0.28597169422679103,1.5666004769739512,116.47478105255897,0.001029715915071462,0.008429205540730967
Wine_mr_mc.csv,balanced,KNN,Probabilistic,jensen_shannon,0.5459128169769402,0.5164329931403334,0.5459128169769402,0.5278497719058445,,,,,
Wine_mr_mc.csv,balanced,SVM,Probabilistic,jensen_shannon,0.5354592813912511,0.5720955725829958,0.5354592813912511,0.5424404477071937,,,,,
Wine_mr_mc.csv,balanced,K-Medoids,Probabilistic,jensen_shannon,,,,,0.1654494504443001,1.8767785857893884,246.5284995591795,0.027578498986722336,0.05809266003277529
Wine_mr_mc.csv,balanced,DBSCAN,Probabilistic,jensen_shannon,,,,,0.3307383498545028,1.4916214653930815,121.95359063973503,0.0003973777378901694,0.008319529454835878
Wine_mr_mc.csv,balanced,KNN,Probabilistic,bhattacharyya,0.5467900099593964,0.5171133177680618,0.5467900099593964,0.5285982786486079,,,,,
Wine_mr_mc.csv,balanced,SVM,Probabilistic,bhattacharyya,0.42521259480579177,0.5573732909892218,0.42521259480579177,0.4711376595961805,,,,,
Wine_mr_mc.csv,balanced,K-Medoids,Probabilistic,bhattacharyya,,,,,0.1872269162271775,2.3807529481375376,218.461653023315,0.031180019400217848,0.0546524848008412
Wine_mr_mc.csv,balanced,DBSCAN,Probabilistic,bhattacharyya,,,,,0.4820001120130282,1.5492775030193509,118.46364345591091,0.0007106601980295424,0.008503028926807269
Wine_mr_mc.csv,balanced,KNN,Probabilistic,total_variation,0.553788401133839,0.5330034474201799,0.553788401133839,0.5382310404160495,,,,,
Wine_mr_mc.csv,balanced,SVM,Probabilistic,total_variation,0.538071707653413,0.5866987649799212,0.538071707653413,0.5486805491526769,,,,,
Wine_mr_mc.csv,balanced,K-Medoids,Probabilistic,total_variation,,,,,0.12966843231958033,1.7736150974480804,365.948954169127,0.013474251219907606,0.035786747023091606
Wine_mr_mc.csv,balanced,DBSCAN,Probabilistic,total_variation,,,,,0.314668507103291,1.7083144347126495,102.19427531668161,-0.004392564405238354,0.010495673565081553
abalone_hr_lc.csv,balanced,KNN,Geometric,euclidean,0.2322290347534596,0.21462642206443922,0.2322290347534596,0.21757329343896714,,,,,
abalone_hr_lc.csv,balanced,SVM,Geometric,euclidean,0.17811448872589747,0.23719926315851633,0.17811448872589747,0.18329068032645596,,,,,
abalone_hr_lc.csv,balanced,K-Medoids,Geometric,euclidean,,,,,0.3308227749318162,1.2959861419779686,6997.783992774089,0.06380493926750906,0.15520212363987154
abalone_hr_lc.csv,balanced,DBSCAN,Geometric,euclidean,,,,,0.7367671509506973,1.4299034116268212,9480.412362641273,0.038938853952497125,0.09137006292381723
abalone_hr_lc.csv,balanced,KNN,Geometric,manhattan,0.2365341088158611,0.2202795406087857,0.2365341088158611,0.22079974237116579,,,,,
abalone_hr_lc.csv,balanced,SVM,Geometric,manhattan,0.19535684611637968,0.23893430521949582,0.19535684611637968,0.19803804841277556,,,,,
abalone_hr_lc.csv,balanced,K-Medoids,Geometric,manhattan,,,,,0.32067230585611967,1.2955067491163041,9099.391104193515,0.051541152921132316,0.16935847738477067
abalone_hr_lc.csv,balanced,DBSCAN,Geometric,manhattan,,,,,0.6881477709194498,1.193846622559116,9630.478934370145,0.038777169913108325,0.09094143081953822
abalone_hr_lc.csv,balanced,KNN,Geometric,minkowski,0.2322290347534596,0.21462642206443922,0.2322290347534596,0.21757329343896714,,,,,
abalone_hr_lc.csv,balanced,SVM,Geometric,minkowski,0.17811448872589747,0.23719926315851633,0.17811448872589747,0.18329068032645596,,,,,
abalone_hr_lc.csv,balanced,K-Medoids,Geometric,minkowski,,,,,0.3308227749318162,1.2959861419779686,6997.783992774089,0.06380493926750906,0.15520212363987154
abalone_hr_lc.csv,balanced,DBSCAN,Geometric,minkowski,,,,,0.7367671509506973,1.4299034116268212,9480.412362641273,0.038938853952497125,0.09137006292381723
abalone_hr_lc.csv,balanced,KNN,Geometric,chebyshev,0.22073632639028165,0.20201575573066907,0.22073632639028165,0.20584848753546212,,,,,
abalone_hr_lc.csv,balanced,SVM,Geometric,chebyshev,0.1766790820273329,0.22179095610974947,0.1766790820273329,0.1840417897617589,,,,,
abalone_hr_lc.csv,balanced,K-Medoids,Geometric,chebyshev,,,,,0.30877105410811556,1.851820891999168,148.12974434154276,-0.001998735457796025,0.08189521016741212
abalone_hr_lc.csv,balanced,DBSCAN,Geometric,chebyshev,,,,,0.7524901500376875,1.4288127290569035,9483.311725850532,0.038817927848558545,0.09089335276786466
abalone_hr_lc.csv,balanced,KNN,Geometric,canberra,0.24132366845256853,0.22131901417905553,0.24132366845256853,0.22475532993068895,,,,,
abalone_hr_lc.csv,balanced,SVM,Geometric,canberra,0.21211700999914046,0.24215051045584368,0.21211700999914046,0.21484950415097756,,,,,
abalone_hr_lc.csv,balanced,K-Medoids,Geometric,canberra,,,,,0.28690909892571487,1.304149420879058,9020.013210842992,0.05178864729946995,0.17042575641345944
abalone_hr_lc.csv,balanced,DBSCAN,Geometric,canberra,,,,,0.5333775074903621,1.215421532020371,5891.881847468186,0.041126559887355696,0.10261765034442354
abalone_hr_lc.csv,balanced,KNN,Geometric,braycurtis,0.23677362977394495,0.22000892623565155,0.23677362977394495,0.22093440814200474,,,,,
abalone_hr_lc.csv,balanced,SVM,Geometric,braycurtis,0.1955980861244019,0.2412163139297875,0.1955980861244019,0.1982026791363897,,,,,
abalone_hr_lc.csv,balanced,K-Medoids,Geometric,braycurtis,,,,,0.32047667803655844,1.3690180793714017,8256.701523560649,0.05633908313780085,0.1575431697405522
abalone_hr_lc.csv,balanced,DBSCAN,Geometric,braycurtis,,,,,0.6042486240457834,1.4269022668991687,9588.787918215516,0.03860478670055758,0.09087645077734613
abalone_hr_lc.csv,balanced,KNN,Geometric,hamming,0.21737902186058505,0.1852530607805245,0.21737902186058505,0.19678885317798117,,,,,
abalone_hr_lc.csv,balanced,SVM,Geometric,hamming,0.13933530069048505,0.12657383857804747,0.13933530069048505,0.09828878007934487,,,,,
abalone_hr_lc.csv,balanced,K-Medoids,Geometric,hamming,,,,,0.0055680882033878835,8.348675161903683,984.9695697730259,0.034867800415484033,0.10166192053816633
abalone_hr_lc.csv,balanced,DBSCAN,Geometric,hamming,,,,,,,,,
abalone_hr_lc.csv,balanced,KNN,Geometric,cosine,0.22767985559980514,0.2134124975243959,0.22767985559980514,0.21232042440036475,,,,,
abalone_hr_lc.csv,balanced,SVM,Geometric,cosine,0.11395295533335244,0.15419778937994028,0.11395295533335244,0.11788553665788153,,,,,
