Dataset,Category,Algorithm,Metric Type,Distance Metric,Accuracy,Precision,Recall,F1 Score,Silhouette Score,Davies-Bouldin Score,Calinski-Harabasz Score,Adjusted Rand Index,Normalized Mutual Info
contaceptive_mr_lc.csv,balanced,SVM,Geometric,manhattan,0.532261040009224,0.5750728803680416,0.532261040009224,0.5394986903467741,,,,,
contaceptive_mr_lc.csv,balanced,K-Medoids,Geometric,manhattan,,,,,0.1576726799145226,2.503443350732799,216.61727799094496,0.03964389847973546,0.0351786487561747
contaceptive_mr_lc.csv,balanced,DBSCAN,Geometric,manhattan,,,,,0.37450789506437415,2.1802712298935343,7.428990750734259,-0.0011397949834323383,0.002233351835062896
contaceptive_mr_lc.csv,balanced,KNN,Geometric,minkowski,0.48678657903839506,0.4836630234763282,0.48678657903839506,0.48293040112274815,,,,,
contaceptive_mr_lc.csv,balanced,SVM,Geometric,minkowski,0.4806272339444252,0.5198967328595776,0.4806272339444252,0.48476766302128854,,,,,
contaceptive_mr_lc.csv,balanced,K-Medoids,Geometric,minkowski,,,,,0.10621759652457494,2.5879519224677683,223.972954765667,0.036294174180040634,0.03549072861016223
contaceptive_mr_lc.csv,balanced,DBSCAN,Geometric,minkowski,,,,,0.322452828849142,1.539346746035773,243.59174841458244,0.004433983957224118,0.019086961512687347
contaceptive_mr_lc.csv,balanced,KNN,Geometric,chebyshev,0.46302548137899224,0.45959387211394,0.46302548137899224,0.45929065529575636,,,,,
contaceptive_mr_lc.csv,balanced,SVM,Geometric,chebyshev,0.3930704485183904,0.40707161770179745,0.3930704485183904,0.38842660569720155,,,,,
contaceptive_mr_lc.csv,balanced,K-Medoids,Geometric,chebyshev,,,,,-0.07801335099487272,2.4990589396242338,32.535932951911505,-0.008756935225585304,0.008629942422567767
